DATA_ZESTAWIENIA;TYP_SUBSKRYBENTA;TYP_KREDYTU;LICZBA_KREDYTOW;KWOTA_KREDYTOW;KWOTA_DO_SPLATY;LICZBA_KREDYTOW_DEF01;LICZBA_KREDYTOW_DEF30;LICZBA_KREDYTOW_DEF90;KWOTA_DO_SPLATY_DEF01;KWOTA_DO_SPLATY_DEF30;KWOTA_DO_SPLATY_DEF90;LICZBA_KLIENTOW;LICZBA_KLIENTOW_DEF2
2019-03-31 00:00:00;;Po¿yczki pozabankowe;1091996;;4568652905;;336821;252316;;1503477877;1118525175;;
2019-03-31 00:00:00;;Ratalne;4813920,99999999999999999999999999999976;;17919834908,897025;;309922;265873;;2046917454,2292;1912710422,1059;;
2019-04-30 00:00:00;;Gotówkowe;8171864,99999999999999999999999999999901;;153914989651,779034;;991090,999999999999999999999999999999925;874994,999999999999999999999999999999938;;23634268648,1344;20868451201,7118;;
2019-04-30 00:00:00;;Karty kredytowe;6395444,99999999999999999999999999999999;;14340318870;;312306;259151;;1294376139;1122670298;;
2019-04-30 00:00:00;;Limity;5977697,99999999999999999999999999999907;;10053771623,2991;;217256;192986;;971550801,2991;899760547,2991;;
2019-04-30 00:00:00;;Mieszkaniowe;2445594,99999999999999999999999999999234;;436045723331,770237000000000000000000012;;41649,9999999999999999999999999999999997;29903,9999999999999999999999999999999997;;14966617379,797971;12060510698,082358;;
2019-04-30 00:00:00;;Po¿yczki pozabankowe;1110837;;4635151053;;351643;265322;;1577621167;1186232170;;
2019-04-30 00:00:00;;Ratalne;4827596,99999999999999999999999999999974;;17927198784,383564;;312367;264609;;2048615292,5295;1904185786,6351;;
2019-05-31 00:00:00;;Gotówkowe;8201858,99999999999999999999999999999904;;155659704916,666288;;985053,999999999999999999999999999999925;871372,999999999999999999999999999999937;;23849620853,1298;21126543940,1682;;
2019-05-31 00:00:00;;Karty kredytowe;6415523,99999999999999999999999999999999;;14445906834;;308655;257301;;1288777596;1124061512;;
2019-05-31 00:00:00;;Limity;5972346,99999999999999999999999999999907;;10145705304,4583999999999999999999999999;;219629;195327;;991158223,4584;914996572,4584;;
2019-05-31 00:00:00;;Mieszkaniowe;2455378,99999999999999999999999999999234;;440146296743,84672799999999999999999998;;42258,9999999999999999999999999999999997;30432,9999999999999999999999999999999997;;15216749376,591516;12310900516,033327;;
2019-05-31 00:00:00;;Po¿yczki pozabankowe;1124464;;4748059477;;361708;277387;;1656072077;1270765690;;
2019-05-31 00:00:00;;Ratalne;4807135,99999999999999999999999999999975;;17907913093,663582;;297955;253972;;2048944683,8586;1922065817,429;;
2019-06-30 00:00:00;;Gotówkowe;8241200,99999999999999999999999999999903;;157407909468,910305;;986187,999999999999999999999999999999925;868735,999999999999999999999999999999938;;23952357810,966;21219708754,6934;;
2019-06-30 00:00:00;;Karty kredytowe;6438522,99999999999999999999999999999999;;14680169496;;309162;255982;;1301516394;1126087652;;
2019-06-30 00:00:00;;Limity;5966592,99999999999999999999999999999908;;10191811662,3903999999999999999999999998;;214359;192190;;948073238,3904;879310784,3904;;
2019-06-30 00:00:00;;Mieszkaniowe;2463155,99999999999999999999999999999236;;442193815347,670224999999999999999999973;;41499,9999999999999999999999999999999997;29925,9999999999999999999999999999999997;;15038478933,509464;12172929737,620391;;
2019-06-30 00:00:00;;Po¿yczki pozabankowe;1126475;;4644129430;;343258;262275;;1561729116;1178062605;;
2019-06-30 00:00:00;;Ratalne;4762345,99999999999999999999999999999975;;17873745787,045794;;311407;255376;;2070235331,2404;1921298291,5978;;
2019-07-31 00:00:00;;Gotówkowe;8299400,99999999999999999999999999999904;;159229776388,578125;;988282,999999999999999999999999999999928;869771,999999999999999999999999999999941;;24248211353,8096;21488529378,6809;;
2019-07-31 00:00:00;;Karty kredytowe;6465329,99999999999999999999999999999999;;15060321794;;382922,999999999999999999999999999999998;326160;;1513939028;1336885658;;
2019-07-31 00:00:00;;Limity;5965012,99999999999999999999999999999909;;10451138761,5383999999999999999999999999;;217216;193560;;947272561,5384;875359282,5384;;
2019-07-31 00:00:00;;Mieszkaniowe;2472787,99999999999999999999999999999238;;446453149724,294329999999999999999999991;;41685,9999999999999999999999999999999997;30158,9999999999999999999999999999999997;;15196018476,5949;12320401116,920045;;
2019-07-31 00:00:00;;Po¿yczki pozabankowe;1139674;;4760843197;;355955;277280;;1640739242;1267736179;;
2019-07-31 00:00:00;;Ratalne;4746651,99999999999999999999999999999973;;17965581967,748675;;305099;252723;;2070680790,6287;1928425284,008;;
2019-08-31 00:00:00;;Gotówkowe;8347274,99999999999999999999999999999904;;160671851548,495125;;1000897,99999999999999999999999999999993;880103,999999999999999999999999999999943;;24629163320,2504;21796174845,7649;;
2019-08-31 00:00:00;;Karty kredytowe;6478173,99999999999999999999999999999999;;15135088957;;384958,999999999999999999999999999999999;329959;;1545263782;1368195492;;
2019-08-31 00:00:00;;Limity;5954121,9999999999999999999999999999991;;10401340209,0975999999999999999999999998;;211747;189959;;944955115,0976;873995659,0976;;
2019-08-31 00:00:00;;Mieszkaniowe;2481583,99999999999999999999999999999237;;452687148747,121099999999999999999999993;;42591,9999999999999999999999999999999997;30219,9999999999999999999999999999999998;;15541502157,970775;12444357122,618625;;
2019-08-31 00:00:00;;Po¿yczki pozabankowe;1144854;;4701220219;;350720;274370;;1664589805;1317218133;;
2019-08-31 00:00:00;;Ratalne;4769410,99999999999999999999999999999974;;18109111957,30525;;304740;258241;;2081282065,4143;1932991801,7353;;
2019-09-30 00:00:00;;Gotówkowe;8376975,99999999999999999999999999999904;;161804523920,251418;;998592,999999999999999999999999999999931;881601,999999999999999999999999999999944;;24564776388,4144;21816040533,4836;;
2019-09-30 00:00:00;;Karty kredytowe;6515172,99999999999999999999999999999999;;15106270079;;378390,999999999999999999999999999999999;327360;;1544544685;1372572919;;
2019-09-30 00:00:00;;Limity;5945437,99999999999999999999999999999911;;10588376708,9999999999999999999999999999;;213600;190212;;947781692;864424887;;
2019-09-30 00:00:00;;Mieszkaniowe;2490120,99999999999999999999999999999236;;455728093136,062017000000000000000000007;;42061,9999999999999999999999999999999997;30356,9999999999999999999999999999999997;;15524799990,545276;12585259699,230747;;
2019-09-30 00:00:00;;Po¿yczki pozabankowe;1162137;;4718771291;;359203;286541;;1731518178;1401223866;;
2019-09-30 00:00:00;;Ratalne;4747889,99999999999999999999999999999974;;18161947290,092583;;301963;258031;;2074193056,6862;1942962926,3072;;
2019-10-31 00:00:00;;Gotówkowe;8420026,99999999999999999999999999999904;;162718663351,489234;;1008929,99999999999999999999999999999993;893064,99999999999999999999999999999994;;24782952038,4303;22034294535,8392;;
2019-10-31 00:00:00;;Karty kredytowe;6528088,99999999999999999999999999999999;;15354065963;;381508,999999999999999999999999999999999;330895;;1561407703;1401445831;;
2019-10-31 00:00:00;;Limity;5900941,99999999999999999999999999999912;;10388390319,9107999999999999999999999999;;215453;192256;;963023858,9108;875850047,9108;;
2019-10-31 00:00:00;;Mieszkaniowe;2499198,9999999999999999999999999999924;;453517933251,498540999999999999999999991;;42127,9999999999999999999999999999999997;30548,9999999999999999999999999999999997;;15424892070,392465;12546941140,948327;;
2019-10-31 00:00:00;;Po¿yczki pozabankowe;1167370;;4691077142;;354306;285652;;1735360880;1424817068;;
2019-10-31 00:00:00;;Ratalne;4707600,99999999999999999999999999999975;;18214943938,415334;;301761;259665;;2078334893,8432;1944324178,7469;;
2019-11-30 00:00:00;;Gotówkowe;8412399,99999999999999999999999999999904;;163016129780,702103;;973354,999999999999999999999999999999928;854764,999999999999999999999999999999942;;24555033847,0192;21711978549,2028;;
2019-11-30 00:00:00;;Karty kredytowe;6534752,99999999999999999999999999999999;;15477852073;;375339,999999999999999999999999999999999;322012;;1559154692;1383841951;;
2019-11-30 00:00:00;;Limity;5884860,99999999999999999999999999999912;;10251741542,4711999999999999999999999998;;211731;194295;;942251522,4712;864653255,4712;;
2019-11-30 00:00:00;;Mieszkaniowe;2505565,99999999999999999999999999999244;;457375216913,200136000000000000000000007;;41693,9999999999999999999999999999999997;30227,9999999999999999999999999999999997;;15426927436,747233;12546836968,755623;;
2019-11-30 00:00:00;;Po¿yczki pozabankowe;1164303;;4595286180;;345459;277664;;1696691888;1397928972;;
2019-11-30 00:00:00;;Ratalne;4738277,99999999999999999999999999999975;;18389973519,912555;;293438;249179;;2067412854,78;1912580815,714;;
2019-12-31 00:00:00;;Gotówkowe;8374125,99999999999999999999999999999904;;162042241419,902325;;935834,999999999999999999999999999999935;811346,999999999999999999999999999999949;;23523713934,6717;20580254793,1157;;
2019-12-31 00:00:00;;Karty kredytowe;6516519,99999999999999999999999999999999;;15545469120;;372914,999999999999999999999999999999999;311586;;1453027234;1257324508;;
2019-12-31 00:00:00;;Limity;5856437,99999999999999999999999999999913;;10378828033,7611999999999999999999999999;;213115;190349;;912055132,7612;827644092,7612;;
2019-12-31 00:00:00;;Mieszkaniowe;2510724,9999999999999999999999999999924;;458728867828,484889000000000000000000006;;41956,9999999999999999999999999999999997;30039,9999999999999999999999999999999997;;15427342696,085839;12503447928,619217;;
2019-12-31 00:00:00;;Po¿yczki pozabankowe;1176564;;4686554998;;389769;321487;;1824622016;1530210113;;
2019-12-31 00:00:00;;Ratalne;4844533,99999999999999999999999999999974;;18844085913,52892;;297016;246740;;2039287622,8904;1898118792,1061;;
2020-01-31 00:00:00;;Gotówkowe;8403740,99999999999999999999999999999904;;162586262455,72518;;955837,999999999999999999999999999999937;828333,999999999999999999999999999999949;;23957740123,6657;20975262565,842;;
2020-01-31 00:00:00;;Karty kredytowe;6510640,99999999999999999999999999999999;;15391984788;;373365,999999999999999999999999999999999;315017;;1491712529;1288989808;;
2020-01-31 00:00:00;;Limity;5838538,99999999999999999999999999999915;;10443455055,5237;;208961;186793;;889200000,5237;808457727,5237;;
2020-01-31 00:00:00;;Mieszkaniowe;2517359,99999999999999999999999999999243;;463289801188,887684000000000000000000018;;42521,9999999999999999999999999999999997;30080,9999999999999999999999999999999998;;15692265544,432536;12633094999,978288;;
2020-01-31 00:00:00;;Po¿yczki pozabankowe;1186051;;4780825673;;384521;319015;;1833414974;1554768441;;
2020-01-31 00:00:00;;Ratalne;4821751,99999999999999999999999999999975;;18864042551,7123519999999999999999999999;;296583;249903;;2060629712,256;1916805125,8154;;
2020-02-29 00:00:00;;Gotówkowe;8406720,99999999999999999999999999999904;;163522954459,935628;;953265,999999999999999999999999999999938;834536,999999999999999999999999999999949;;24058054567,2853;21266244581,4822;;
2020-02-29 00:00:00;;Karty kredytowe;6501012,99999999999999999999999999999999;;15281108111;;366268,999999999999999999999999999999999;315903;;1500514256;1315791317;;
2020-02-29 00:00:00;;Limity;5825060,99999999999999999999999999999919;;10117465383,1349999999999999999999999998;;204164;186949;;880529235,135;813687738,135;;
2020-02-29 00:00:00;;Mieszkaniowe;2525259,99999999999999999999999999999246;;466665244689,671412000000000000000000009;;41478,9999999999999999999999999999999997;29960,9999999999999999999999999999999997;;15608388033,487655;12685068379,707404;;
2020-02-29 00:00:00;;Po¿yczki pozabankowe;1194348;;5664111878,2535;;426339;336975;;2049444986;1661906117;;
2020-02-29 00:00:00;;Ratalne;4812399,99999999999999999999999999999975;;18860554971,391284;;292856;250754;;2063637420,9013;1922368398,9068;;
2020-03-31 00:00:00;;Gotówkowe;8346436,99999999999999999999999999999904;;163499588749,240876;;956028,999999999999999999999999999999939;830412,999999999999999999999999999999949;;24593041008,7899;21578156085,3693;;
2020-03-31 00:00:00;;Karty kredytowe;6463568,99999999999999999999999999999999;;14751983226;;370489,999999999999999999999999999999999;317372;;1534977680;1338908681;;
2020-03-31 00:00:00;;Limity;5805290,99999999999999999999999999999919;;10121586216,3616;;210920;187357;;898297011,3616;809403691,3616;;
2020-03-31 00:00:00;;Mieszkaniowe;2533396,99999999999999999999999999999247;;475972183494,602419999999999999999999994;;42975,9999999999999999999999999999999997;30347,9999999999999999999999999999999998;;16287169648,539692;13037166133,91948;;
2020-03-31 00:00:00;;Po¿yczki pozabankowe;1169031;;5643651855;;452598;354099;;2185345195;1757977488;;
2020-03-31 00:00:00;;Ratalne;4742280,99999999999999999999999999999976;;18691429797,5388759999999999999999999999;;282443;236913;;2005996777,638;1853481462,5229;;
2020-04-30 00:00:00;;Gotówkowe;8244439,99999999999999999999999999999905;;162092636871,174546;;976310,999999999999999999999999999999934;841690,999999999999999999999999999999948;;25191041402,2654;21894042639,3897;;
2020-04-30 00:00:00;;Karty kredytowe;6430835,99999999999999999999999999999999;;14114292911;;377309,999999999999999999999999999999999;319745;;1580291917;1363897601;;
2020-04-30 00:00:00;;Limity;5785160,99999999999999999999999999999919;;9572160349,58909999999999999999999999976;;207592;187823;;901532278,5891;819193791,5891;;
2020-04-30 00:00:00;;Mieszkaniowe;2539785,99999999999999999999999999999248;;478221013548,082353999999999999999999983;;43754,9999999999999999999999999999999997;30735,9999999999999999999999999999999997;;16585144636,159844;13233163804,48224;;
2020-04-30 00:00:00;;Po¿yczki pozabankowe;1124737;;5459810360;;484678;369982;;2353633226;1855133795;;
2020-04-30 00:00:00;;Ratalne;4666247,99999999999999999999999999999975;;18343737014,3997;;281989;237161;;2031975515,8664;1865414544,6446;;
2020-05-31 00:00:00;;Gotówkowe;8182919,99999999999999999999999999999905;;161612141907,724084;;982477,999999999999999999999999999999934;856422,999999999999999999999999999999949;;25391195875,0638;22357955241,8442;;
2020-05-31 00:00:00;;Karty kredytowe;6427848,99999999999999999999999999999999;;14224220023;;373500,999999999999999999999999999999999;323566;;1573561848;1392942993;;
2020-05-31 00:00:00;;Limity;5765535,9999999999999999999999999999992;;9644418221,52109999999999999999999999984;;209629;189366;;906370889,5211;832577906,5211;;
2020-05-31 00:00:00;;Mieszkaniowe;2544563,99999999999999999999999999999251;;476374557941,834891999999999999999999994;;43215,9999999999999999999999999999999997;31289,9999999999999999999999999999999997;;16186268919,439404;13268958341,960404;;
2020-05-31 00:00:00;;Po¿yczki pozabankowe;1102436;;5289805492;;502014;392771;;2441741643;1962761908;;
2020-05-31 00:00:00;;Ratalne;4691005,99999999999999999999999999999979;;18337687899,0626;;282895;240585;;2042226583,3436;1882639423,7435;;
2020-06-30 00:00:00;;Gotówkowe;8142993,99999999999999999999999999999905;;161573731167,928055;;964544,999999999999999999999999999999933;856863,999999999999999999999999999999946;;25099993096,1909;22744344857,4777;;
2020-06-30 00:00:00;;Karty kredytowe;6421552,99999999999999999999999999999999;;14530399723;;370549,999999999999999999999999999999999;323484;;1557375910;1403593306;;
2020-06-30 00:00:00;;Limity;5750267,99999999999999999999999999999924;;9709878053,4098;;209574;190832;;884430486,4098;826159715,4098;;
2020-06-30 00:00:00;;Mieszkaniowe;2547632,99999999999999999999999999999255;;478428906240,800518999999999999999999987;;41540,9999999999999999999999999999999997;31757,9999999999999999999999999999999997;;15617069500,736169;13418052734,151884;;
2020-06-30 00:00:00;;Po¿yczki pozabankowe;1089214;;5195237625;;510122;407162;;2509557059;2062748676;;
2020-06-30 00:00:00;;Ratalne;4734119,9999999999999999999999999999998;;18512330345,568;;278635;239624;;2027940385,581;1898001569,8052;;
2020-07-31 00:00:00;;Gotówkowe;8128504,99999999999999999999999999999905;;161878606530,452562;;956362,999999999999999999999999999999935;861398,999999999999999999999999999999946;;24862367957,7316;22868950340,7258;;
2020-07-31 00:00:00;;Karty kredytowe;6409647,99999999999999999999999999999999;;14669020544;;369275,999999999999999999999999999999999;324563;;1543025710;1409290576;;
2020-07-31 00:00:00;;Limity;5734547,99999999999999999999999999999924;;9778215259,4144;;211729;193467;;895699793,4144;839484665,4144;;
2020-07-31 00:00:00;;Mieszkaniowe;2551486,99999999999999999999999999999254;;477564092951,007293999999999999999999996;;40169,9999999999999999999999999999999998;31697,9999999999999999999999999999999997;;15152988175,581434;13284708440,515122;;
2020-07-31 00:00:00;;Po¿yczki pozabankowe;1089789;;5167219850;;507960;418639;;2512609265;2133278726;;
2020-07-31 00:00:00;;Ratalne;4744225,99999999999999999999999999999974;;18724954271,75;;277268;242345;;2013422934,8058;1903718637,957;;
2020-08-31 00:00:00;;Gotówkowe;8111637,99999999999999999999999999999905;;162253153624,00295;;962675,99999999999999999999999999999994;865527,999999999999999999999999999999949;;25188391921,1662;23048246616,2128;;
2020-08-31 00:00:00;;Karty kredytowe;6384981,99999999999999999999999999999999;;14718174126;;367445,999999999999999999999999999999999;322611;;1546681929;1412528442;;
2020-08-31 00:00:00;;Limity;5726666,99999999999999999999999999999926;;10014119265,9339999999999999999999999998;;213255;194266;;911032475,934;848069065,934;;
2020-08-31 00:00:00;;Mieszkaniowe;2554536,99999999999999999999999999999257;;478682943765,377446000000000000000000018;;41163,9999999999999999999999999999999997;31365,9999999999999999999999999999999997;;15516276616,371926;13225520248,527494;;
2020-08-31 00:00:00;;Po¿yczki pozabankowe;1094273;;5119432911;;506019;427024;;2513170565;2183251953;;
2020-08-31 00:00:00;;Ratalne;4802243,99999999999999999999999999999978;;19075085087,65;;281273;243117;;2043847936,9498;1901453519,7674;;
2020-09-30 00:00:00;;Gotówkowe;8098878,99999999999999999999999999999905;;162536773409,694294;;953736,999999999999999999999999999999939;861013,999999999999999999999999999999948;;24983347994,7966;22966638710,734;;
2020-09-30 00:00:00;;Karty kredytowe;6384408,99999999999999999999999999999999;;14756433221;;363021,999999999999999999999999999999999;320344;;1527368214;1398251412;;
2020-09-30 00:00:00;;Limity;5717350,99999999999999999999999999999926;;10092082106,1845999999999999999999999998;;207678;191894;;869808724,1846;819875017,1846;;
2020-09-30 00:00:00;;Mieszkaniowe;2560884,99999999999999999999999999999258;;483664650630,307040000000000000000000004;;38847,9999999999999999999999999999999997;30963,9999999999999999999999999999999998;;15064239037,005628;13200511421,275954;;
2020-09-30 00:00:00;;Po¿yczki pozabankowe;1081069;;4970308955;;499326;427659;;2495307338;2210743957;;
2020-09-30 00:00:00;;Ratalne;4809524,99999999999999999999999999999976;;19266444262,8136;;269747;235831;;1968332264,2682;1862680400,592;;
2020-10-31 00:00:00;;Gotówkowe;8037634,99999999999999999999999999999906;;161844826294,83392;;933575,99999999999999999999999999999994;843761,999999999999999999999999999999949;;24461247047,1135;22479482739,6441;;
2020-10-31 00:00:00;;Karty kredytowe;6289406,99999999999999999999999999999999;;14477126794;;354788;313874;;1503472585;1375384640;;
2020-10-31 00:00:00;;Limity;5707406,99999999999999999999999999999928;;9970775058,86439999999999999999999999985;;205992;191981;;875873285,8644;827170870,8644;;
2020-10-31 00:00:00;;Mieszkaniowe;2567405,99999999999999999999999999999261;;489491247811,719366000000000000000000014;;38528,9999999999999999999999999999999997;30756,9999999999999999999999999999999997;;15104403635,747955;13252288649,910178;;
2020-10-31 00:00:00;;Po¿yczki pozabankowe;1079290;;4988555567;;496110;430106;;2481016834;2218907629;;
2020-10-31 00:00:00;;Ratalne;4854985,99999999999999999999999999999977;;19546452281,9274;;264395;231796;;1944367119,4897;1842122323,5779;;
2020-11-30 00:00:00;;Gotówkowe;7963580,99999999999999999999999999999908;;160880273514,77152;;921160,999999999999999999999999999999944;824874,999999999999999999999999999999953;;24312693036,8966;22104986781,0273;;
2020-11-30 00:00:00;;Karty kredytowe;6261971,99999999999999999999999999999999;;14310926083;;344592;303266;;1449237453;1312682124;;
2020-11-30 00:00:00;;Limity;5686045,99999999999999999999999999999929;;9921428744,15599999999999999999999999985;;205412;188693;;832347751,156;780749415,156;;
2020-11-30 00:00:00;;Mieszkaniowe;2572389,99999999999999999999999999999261;;486489845528,974892000000000000000000002;;39445,9999999999999999999999999999999997;30366,9999999999999999999999999999999998;;15316958522,273652;13054604699,718078;;
2020-11-30 00:00:00;;Po¿yczki pozabankowe;1074794;;4899688302;;480655;420497;;2426112751;2192281782;;
2020-11-30 00:00:00;;Ratalne;4940446,99999999999999999999999999999977;;19942482390,2146;;255798;222466;;1983905706,3397;1866547789,7705;;
2020-12-31 00:00:00;;Gotówkowe;7886315,99999999999999999999999999999911;;159078276330,085708;;895224,99999999999999999999999999999995;794255,999999999999999999999999999999958;;23432607436,5107;21037278569,3251;;
2020-12-31 00:00:00;;Karty kredytowe;6244792,99999999999999999999999999999999;;14417961498;;341561;299728;;1444357553;1304469866;;
2020-12-31 00:00:00;;Limity;5660734,9999999999999999999999999999993;;9875919734,29439999999999999999999999989;;200358;184111;;814704126,2944;751794179,2944;;
2020-12-31 00:00:00;;Mieszkaniowe;2576535,99999999999999999999999999999266;;491950229356,448191999999999999999999999;;39471,9999999999999999999999999999999997;30314,9999999999999999999999999999999997;;15490855970,536468;13167418413,861832;;
2020-12-31 00:00:00;;Po¿yczki pozabankowe;1079517;;4878189975;;476719;412750;;2324827336;2082961762;;
2020-12-31 00:00:00;;Ratalne;4992290,99999999999999999999999999999978;;20339307351,3778;;252793;220902;;1965143949,4949;1845621249,4046;;
2021-01-31 00:00:00;;Gotówkowe;7848243,99999999999999999999999999999911;;158581912472,022208;;906916,99999999999999999999999999999995;802939,999999999999999999999999999999959;;23718717022,7405;21209722660,328;;
2021-01-31 00:00:00;;Karty kredytowe;6227340,99999999999999999999999999999999;;13999260739;;344504,999999999999999999999999999999999;302367;;1464084981;1320334913;;
2021-01-31 00:00:00;;Limity;5638215,99999999999999999999999999999931;;9804988500,83199999999999999999999999986;;203605;184611;;821331922,832;757631897,832;;
2021-01-31 00:00:00;;Mieszkaniowe;2580693,99999999999999999999999999999266;;491527374133,808522999999999999999999995;;40080,9999999999999999999999999999999997;30481,9999999999999999999999999999999998;;15582260200,338138;13106409012,524521;;
2021-01-31 00:00:00;;Po¿yczki pozabankowe;1070907;;4793780154,9275;;475250;410542;;2272771352;2034026564;;
2021-01-31 00:00:00;;Ratalne;4980624,9999999999999999999999999999998;;20314858517,603;;253488;220179;;1951697479,8075;1804054522,7505;;
2021-02-28 00:00:00;;Gotówkowe;7836102,99999999999999999999999999999912;;158792141411,270242;;914382,999999999999999999999999999999952;814839,999999999999999999999999999999961;;23925802103,9576;21569171683,3552;;
2021-02-28 00:00:00;;Karty kredytowe;6220748,99999999999999999999999999999999;;14003971203;;345117;303695;;1472741623;1335694119;;
2021-02-28 00:00:00;;Limity;5618608,99999999999999999999999999999934;;9546200132,11179999999999999999999999991;;202928;185163;;826200747,1118;764289136,1118;;
2021-02-28 00:00:00;;Mieszkaniowe;2586745,99999999999999999999999999999267;;490571093646,18056399999999999999999998;;39692,9999999999999999999999999999999998;30443,9999999999999999999999999999999998;;15387263830,243652;13081749218,47673;;
2021-02-28 00:00:00;;Po¿yczki pozabankowe;1071373;;4767924631,315;;474523;410210;;2255572685;2023163947;;
2021-02-28 00:00:00;;Ratalne;4997459,99999999999999999999999999999985;;20464109762,7733;;253587;221583;;1954882472,2883;1821603871,2918;;
2021-03-31 00:00:00;;Gotówkowe;7775084,99999999999999999999999999999913;;158307687748,382;;866905,999999999999999999999999999999956;770778,999999999999999999999999999999965;;23111021610,9875;20837576778,2935;;
2021-03-31 00:00:00;;Karty kredytowe;6186388,99999999999999999999999999999999;;14004324973;;334553;295253;;1450472213;1316145504;;
2021-03-31 00:00:00;;Limity;5594635,99999999999999999999999999999934;;9716867775,84199999999999999999999999986;;203113;184341;;824068665,842;753275520,842;;
2021-03-31 00:00:00;;Mieszkaniowe;2592535,9999999999999999999999999999927;;495805752597,073600000000000000000000018;;39391,9999999999999999999999999999999997;30506,9999999999999999999999999999999997;;15473573903,5184;13236779234,458;;
2021-03-31 00:00:00;;Po¿yczki pozabankowe;1068513;;4812913273,8972;;476498;413295;;2262574363;2039605318;;
2021-03-31 00:00:00;;Ratalne;5008972,9999999999999999999999999999998;;20840480672,5666;;227233;198531;;1895054483,4863;1778844187,4676;;
